Time (s),Altitude (m),Velocity (m/s),Reference (m),Position Error (m),Integral Error,Action,Thrust (N),PWM
13.152520418167114,1.0158673524856567,-0.005701021756976843,1.0,-0.01586735248565674,1.30516158856451,0.8935597,0.5680679082870483,53143
13.16331148147583,1.0157381296157837,-0.007499852683395147,1.0,-0.01573812961578369,1.305004207268352,0.8996627,0.5698988437652588,53226
13.174007892608643,1.0145385265350342,-0.014487851411104202,1.0,-0.01453852653503418,1.3048588220030017,0.9213877,0.5764163136482239,53519
13.184845924377441,1.0143909454345703,-0.015020771883428097,1.0,-0.014390945434570312,1.3047149125486561,0.9228874,0.5768662095069885,53539
13.195523738861084,1.014233946800232,-0.016367051750421524,1.0,-0.014233946800231934,1.3045725730806539,0.9263377,0.5779013633728027,53586
13.206243991851807,1.0140678882598877,-0.016876835376024246,1.0,-0.014067888259887695,1.304431894198055,0.92771554,0.5783146619796753,53605
13.217117547988892,1.014264702796936,-0.015549424104392529,1.0,-0.014264702796936035,1.3042892471700858,0.92426,0.5772780179977417,53558
13.228240013122559,1.014106035232544,-0.01618177816271782,1.0,-0.014106035232543945,1.3041481868177602,0.9259604,0.5777881741523743,53581
13.239208698272705,1.0139397382736206,-0.017086856067180634,1.0,-0.013939738273620605,1.304008789435024,0.9282706,0.5784811973571777,53612
13.250019311904907,1.0137666463851929,-0.018001403659582138,1.0,-0.013766646385192871,1.3038711229711721,0.93054104,0.5791623592376709,53643
13.260942935943604,1.014451026916504,-0.013945328071713448,1.0,-0.014451026916503906,1.303726612702007,0.9198499,0.5759549736976624,53498
13.271718263626099,1.01431143283844,-0.013961847871541977,1.0,-0.014311432838439941,1.3035834983736228,0.9200448,0.576013445854187,53501
13.282409906387329,1.0141657590866089,-0.015158099122345448,1.0,-0.014165759086608887,1.3034418407827566,0.92323136,0.5769694447517395,53544
13.293433904647827,1.0138611793518066,-0.015508742071688175,1.0,-0.01386117935180664,1.3033032289892386,0.92445064,0.5773352384567261,53560
13.30425763130188,1.0141676664352417,-0.013739027082920074,1.0,-0.0141676664352417,1.303161552324886,0.9195606,0.5758682489395142,53494
13.315255165100098,1.014033555984497,-0.013268647715449333,1.0,-0.01403355598449707,1.303021216765041,0.9184786,0.5755435824394226,53480
13.326034545898438,1.013904333114624,-0.013092155568301678,1.0,-0.013904333114624023,1.3028821734338947,0.91815543,0.5754466652870178,53475
13.336926460266113,1.0137691497802734,-0.014041862450540066,1.0,-0.013769149780273438,1.302744481936092,0.920773,0.5762319564819336,53511
13.347915649414062,1.0156984329223633,-0.0041699595749378204,1.0,-0.01569843292236328,1.3025874976068683,0.8877305,0.5663191676139832,53065
13.358990669250488,1.0156540870666504,-0.004688505548983812,1.0,-0.01565408706665039,1.3024309567362018,0.8895954,0.566878616809845,53090
13.369905233383179,1.0156011581420898,-0.005875412840396166,1.0,-0.015601158142089844,1.3022749451547808,0.893731,0.5681193470954895,53146
13.380670070648193,1.0155407190322876,-0.00610130513086915,1.0,-0.015540719032287598,1.302119537964458,0.8945505,0.568365216255188,53157
13.391538619995117,1.0160493850708008,-0.002463066019117832,1.0,-0.01604938507080078,1.3019590441137499,0.88059634,0.5641789436340332,52968
13.402410745620728,1.0160249471664429,-0.0024183928035199642,1.0,-0.01602494716644287,1.3017987946420855,0.88041997,0.5641260147094727,52966
13.413363933563232,1.0159770250320435,-0.0022532909642904997,1.0,-0.015977025032043457,1.301639024391765,0.8798331,0.5639499425888062,52958
13.42423391342163,1.0144126415252686,-0.011016497388482094,1.0,-0.014412641525268555,1.3014948979765124,0.91140074,0.5734202861785889,53384
13.435009956359863,1.0142977237701416,-0.01180359534919262,1.0,-0.014297723770141602,1.301351920738811,0.91374403,0.574123203754425,53416
13.445732831954956,1.0141769647598267,-0.012339405715465546,1.0,-0.01417696475982666,1.3012101510912126,0.915354,0.5746062397956848,53438
13.456603765487671,1.0140501260757446,-0.013158534653484821,1.0,-0.014050126075744629,1.3010696498304553,0.91769946,0.5753098726272583,53469
13.467544555664062,1.0139213800430298,-0.012380577623844147,1.0,-0.013921380043029785,1.300930436030025,0.9157553,0.5747265815734863,53443
13.478467464447021,1.0150161981582642,-0.006437824573367834,1.0,-0.01501619815826416,1.3007802740484422,0.8961698,0.5688509345054626,53179
13.489335060119629,1.0149505138397217,-0.005979427136480808,1.0,-0.01495051383972168,1.300630768910045,0.89470935,0.5684128403663635,53159
13.500185489654541,1.014897346496582,-0.0050467876717448235,1.0,-0.014897346496582031,1.3004817954450791,0.8915843,0.5674753189086914,53117
13.511134624481201,1.0148457288742065,-0.00539602292701602,1.0,-0.014845728874206543,1.3003333381563371,0.8928274,0.567848265171051,53134
13.522167444229126,1.0156341791152954,0.00047688878839835525,1.0,-0.0156325101852417,1.3001770130544847,0.87314796,0.5619444251060486,52868
13.533267736434937,1.015639066696167,0.0004659497062675655,1.0,-0.015639066696166992,1.300020622387523,0.86919075,0.5607572197914124,52814
13.544288873672485,1.015639305114746,2.1584904970950447e-05,1.0,-0.015639305114746094,1.2998642293363756,0.8709485,0.561284601688385,52838
13.55522608757019,1.0169411897659302,0.006418883800506592,1.0,-0.016941189765930176,1.2996948174387162,0.83902633,0.551707923412323,52407
13.566193342208862,1.0169984102249146,0.005925024393945932,1.0,-0.01699841022491455,1.299524833336467,0.8412479,0.5523744225502014,52437
13.577247858047485,1.0170587301254272,0.006262675859034061,1.0,-0.017058730125427246,1.2993542460352128,0.8393494,0.5518048405647278,52412
13.58820915222168,1.0171204805374146,0.0060829780995845795,1.0,-0.01712048053741455,1.2991830412298386,0.84000653,0.5520020127296448,52420
13.599329948425293,1.0171204805374146,0.0060829780995845795,1.0,-0.01712048053741455,1.2990118364244645,0.83992994,0.5519790053367615,52419
13.610251665115356,1.01590895652771,-0.0019446706864982843,1.0,-0.01590895652770996,1.2988527468591875,0.8778218,0.5633465647697449,52931
13.62129831314087,1.0158894062042236,-0.0019619502127170563,1.0,-0.015889406204223633,1.2986938527971452,0.87787217,0.5633617043495178,52932
13.632330656051636,1.0158313512802124,-0.0038985498249530792,1.0,-0.015865206718444824,1.2985352007299609,0.8813461,0.5644038319587708,52979
13.643507719039917,1.0154513120651245,-0.006385259795933962,1.0,-0.015451312065124512,1.2983806876093096,0.89452446,0.5683573484420776,53156
13.654571771621704,1.015388011932373,-0.006623930763453245,1.0,-0.015388011932373047,1.2982268074899859,0.89538586,0.5686157941818237,53168
13.665862321853638,1.0153141021728516,-0.008153286762535572,1.0,-0.015314102172851562,1.2980736664682573,0.9004475,0.5701342821121216,53236
13.676900148391724,1.0152326822280884,-0.008364045061171055,1.0,-0.015232682228088379,1.2979213396459763,0.9012046,0.5703613758087158,53247
13.68793511390686,1.015053153038025,-0.009639915078878403,1.0,-0.015053153038024902,1.297770808115596,0.90539736,0.5716192722320557,53303
13.698984861373901,1.0149493217468262,-0.010866877622902393,1.0,-0.014949321746826172,1.297621314898128,0.90916467,0.5727494359016418,53354
13.709808826446533,1.0148396492004395,-0.010792220942676067,1.0,-0.014839649200439453,1.2974729184061236,0.9090726,0.5727218389511108,53353
13.7206449508667,1.0147298574447632,-0.011209282092750072,1.0,-0.014729857444763184,1.2973256198316758,0.91040665,0.5731220245361328,53371
13.73151683807373,1.0143088102340698,-0.013282570987939835,1.0,-0.014308810234069824,1.297182531729335,0.9167379,0.5750213861465454,53456
13.742242574691772,1.0141738653182983,-0.013858085498213768,1.0,-0.014309525489807129,1.297039436474437,0.91668564,0.5750057101249695,53456
13.753073930740356,1.0140317678451538,-0.014543146826326847,1.0,-0.014031767845153809,1.2968991187959855,0.9203579,0.576107382774353,53505
13.763800144195557,1.0138858556747437,-0.014633162878453732,1.0,-0.013885855674743652,1.296760260239238,0.92074955,0.5762248635292053,53510
13.774617195129395,1.0130366086959839,-0.01848731003701687,1.0,-0.013036608695983887,1.2966298941522783,0.93100774,0.5793023705482483,53649
13.785193681716919,1.01284921169281,-0.019125474616885185,1.0,-0.012849211692810059,1.2965014020353502,0.9326093,0.5797828435897827,53671
13.795645236968994,1.0126575231552124,-0.01920895092189312,1.0,-0.012657523155212402,1.2963748268037982,0.9329822,0.5798946619033813,53676
13.806175231933594,1.0124601125717163,-0.020390892401337624,1.0,-0.012460112571716309,1.296250225678081,0.93569964,0.5807099342346191,53712
13.816987037658691,1.0113756656646729,-0.026158742606639862,1.0,-0.011375665664672852,1.2961364690214343,0.9477263,0.5843179225921631,53875
13.827463150024414,1.0111123323440552,-0.026500316336750984,1.0,-0.011112332344055176,1.2960253456979938,0.9485214,0.5845564603805542,53885
13.838008165359497,1.01084303855896,-0.02736731618642807,1.0,-0.010843038558959961,1.2959169153124042,0.95018494,0.5850555300712585,53908
13.848602056503296,1.0105693340301514,-0.027547277510166168,1.0,-0.010569334030151367,1.2958112219721027,0.95068926,0.5852068066596985,53915
13.859459161758423,1.0128384828567505,-0.0128703648224473,1.0,-0.012838482856750488,1.2956828371435352,0.91729707,0.5751891732215881,53464
13.870057344436646,1.0127103328704834,-0.012594517320394516,1.0,-0.012710332870483398,1.2955557338148302,0.9167048,0.5750114321708679,53456
13.88052225112915,1.0125863552093506,-0.011676860973238945,1.0,-0.012586355209350586,1.2954298702627367,0.9143503,0.5743051171302795,53424
13.891201972961426,1.012463927268982,-0.01219659112393856,1.0,-0.012463927268981934,1.2953052309900468,0.91591245,0.5747737288475037,53445
13.901860237121582,1.0123437643051147,-0.011835640296339989,1.0,-0.012343764305114746,1.2951817933469956,0.9150678,0.5745203495025635,53434
13.912577629089355,1.0132898092269897,-0.005157367326319218,1.0,-0.013289809226989746,1.2950488952547257,0.89311564,0.5679346919059753,53137
13.9232337474823,1.0132389068603516,-0.0048097604885697365,1.0,-0.013238906860351562,1.294916506186122,0.8919757,0.5675927400588989,53122
13.933952808380127,1.0131903886795044,-0.005023033823817968,1.0,-0.013190388679504395,1.294784602299327,0.89275116,0.5678253769874573,53132
13.944761991500854,1.0127003192901611,-0.007907820865511894,1.0,-0.012700319290161133,1.2946575991064253,0.9029347,0.5708804130554199,53270
13.955431699752808,1.0126205682754517,-0.008002241142094135,1.0,-0.01262056827545166,1.2945313934236709,0.9033193,0.5709958076477051,53275
13.966060638427734,1.012536883354187,-0.008595800958573818,1.0,-0.012536883354187012,1.294406024590129,0.9052365,0.5715709924697876,53301
13.976605653762817,1.012446403503418,-0.009494908154010773,1.0,-0.012446403503417969,1.2942815605550948,0.9080337,0.5724101662635803,53339
13.987406492233276,1.0133475065231323,-0.003789162263274193,1.0,-0.013347506523132324,1.2941480854898635,0.8879689,0.5663906931877136,53068
13.997952222824097,1.0133081674575806,-0.0040832324884831905,1.0,-0.013308167457580566,1.2940150038152878,0.8890392,0.5667117834091187,53082
14.008735179901123,1.0132628679275513,-0.004425596445798874,1.0,-0.01326286792755127,1.2938823751360122,0.8902794,0.5670838356018066,53099
14.019430875778198,1.0132124423980713,-0.0052444180473685265,1.0,-0.013212442398071289,1.2937502507120315,0.89314866,0.5679446458816528,53138
14.03012204170227,1.0153207778930664,0.005896610673516989,1.0,-0.015320777893066406,1.293597042933101,0.84299123,0.5528973937034607,52461
14.041034936904907,1.0153807401657104,0.005120185669511557,1.0,-0.01538074016571045,1.2934432355314438,0.8465153,0.5539546012878418,52508
14.05156946182251,1.015426516532898,0.004213596228510141,1.0,-0.01542651653289795,1.2932889703661148,0.8506069,0.5551820993423462,52564
14.062100648880005,1.0154985189437866,0.003539610654115677,1.0,-0.015464544296264648,1.2931343249231522,0.85485464,0.5564563870429993,52621
14.073003768920898,1.0133473873138428,-0.009453821927309036,1.0,-0.013347387313842773,1.2930008510500137,0.9061853,0.5718556642532349,53314
14.083906650543213,1.0132522583007812,-0.009978977963328362,1.0,-0.01325225830078125,1.292868328467006,0.9078617,0.5723585486412048,53336
14.095011711120605,1.0131464004516602,-0.011675355955958366,1.0,-0.013146400451660156,1.2927368644624893,0.9128685,0.5738605856895447,53404
14.105561971664429,1.0130192041397095,-0.013194789178669453,1.0,-0.013019204139709473,1.292606672421092,0.9171735,0.5751520991325378,53462
14.116525173187256,1.011025309562683,-0.024124881252646446,1.0,-0.011025309562683105,1.2924964193254653,0.9438113,0.583143413066864,53822
14.127400398254395,1.010777235031128,-0.025354690849781036,1.0,-0.01077723503112793,1.292388646975154,0.9462482,0.5838744640350342,53855
